user_id,item_id,category,location,interaction
170,Jacket,Outerwear,Nevada,1
171,Shirt,Clothing,Wyoming,1
172,Shorts,Clothing,Virginia,1
173,Jewelry,Accessories,Nebraska,1
174,Hat,Accessories,Hawaii,1
175,Shoes,Footwear,Vermont,1
176,Coat,Outerwear,Oklahoma,1
177,Backpack,Accessories,New Hampshire,1
178,Hoodie,Clothing,Kansas,1
179,Skirt,Clothing,Idaho,1
180,Boots,Footwear,Illinois,1
181,Sandals,Footwear,South Dakota,1
182,Pants,Clothing,Massachusetts,1
183,Gloves,Accessories,Alabama,1
184,Skirt,Clothing,Ohio,1
185,Sneakers,Footwear,Hawaii,1
186,T-shirt,Clothing,Wisconsin,1
187,Backpack,Accessories,Minnesota,1
188,Shoes,Footwear,Georgia,1
189,Hoodie,Clothing,Arkansas,1
190,Blouse,Clothing,West Virginia,1
191,Coat,Outerwear,Indiana,1
192,Hat,Accessories,Utah,1
193,Shoes,Footwear,Nebraska,1
194,Belt,Accessories,North Dakota,1
195,Backpack,Accessories,Missouri,1
196,Jacket,Outerwear,New York,1
197,Boots,Footwear,Washington,1
198,Scarf,Accessories,South Carolina,1
199,Jewelry,Accessories,Utah,1
200,Hat,Accessories,Idaho,1
201,Dress,Clothing,Pennsylvania,1
202,Blouse,Clothing,Missouri,1
203,Hat,Accessories,Nebraska,1
204,Scarf,Accessories,Indiana,1
205,Sneakers,Footwear,Arizona,1
206,Shirt,Clothing,Hawaii,1
207,T-shirt,Clothing,Wisconsin,1
208,Gloves,Accessories,Rhode Island,1
209,Skirt,Clothing,Wisconsin,1
210,Sandals,Footwear,Minnesota,1
211,Jacket,Outerwear,Vermont,1
212,Skirt,Clothing,South Dakota,1
213,Handbag,Accessories,Virginia,1
214,Handbag,Accessories,Nevada,1
215,Jacket,Outerwear,Hawaii,1
216,Scarf,Accessories,New Jersey,1
217,Shorts,Clothing,Massachusetts,1
218,Sunglasses,Accessories,Oklahoma,1
219,T-shirt,Clothing,California,1
220,Belt,Accessories,Nevada,1
221,Sneakers,Footwear,Arizona,1
222,Hat,Accessories,North Carolina,1
223,Gloves,Accessories,New York,1
224,Pants,Clothing,Wyoming,1
225,Socks,Clothing,South Dakota,1
226,Jacket,Outerwear,Arkansas,1
227,Shoes,Footwear,Texas,1
228,Jeans,Clothing,Rhode Island,1
229,Socks,Clothing,New Hampshire,1
230,Sandals,Footwear,Ohio,1
231,Scarf,Accessories,Utah,1
232,Blouse,Clothing,Tennessee,1
233,Jewelry,Accessories,Hawaii,1
234,Sweater,Clothing,Arizona,1
235,Gloves,Accessories,South Dakota,1
236,Sunglasses,Accessories,New Jersey,1
237,Coat,Outerwear,North Dakota,1
238,Dress,Clothing,Iowa,1
239,Skirt,Clothing,Ohio,1
240,Pants,Clothing,Vermont,1
241,Sweater,Clothing,Montana,1
242,Hoodie,Clothing,Delaware,1
243,Coat,Outerwear,New York,1
244,Jewelry,Accessories,Kentucky,1
245,Belt,Accessories,Oregon,1
246,Sandals,Footwear,Rhode Island,1
247,Sunglasses,Accessories,Nevada,1
248,Sweater,Clothing,Montana,1
249,Belt,Accessories,Pennsylvania,1
250,Handbag,Accessories,Alaska,1
251,Skirt,Clothing,Mississippi,1
252,Handbag,Accessories,Wyoming,1
253,Shorts,Clothing,Delaware,1
254,Boots,Footwear,Oklahoma,1
255,Sunglasses,Accessories,Indiana,1
256,Scarf,Accessories,Maryland,1
257,Jewelry,Accessories,South Dakota,1
258,Handbag,Accessories,West Virginia,1
259,Gloves,Accessories,Alabama,1
260,Jeans,Clothing,Louisiana,1
261,Hat,Accessories,Montana,1
262,Jeans,Clothing,California,1
263,Pants,Clothing,Hawaii,1
264,Shorts,Clothing,Iowa,1
265,Pants,Clothing,Colorado,1
266,Backpack,Accessories,Michigan,1
267,Jewelry,Accessories,Louisiana,1
268,Sweater,Clothing,Maryland,1
269,Shoes,Footwear,Georgia,1
270,Blouse,Clothing,Georgia,1
271,Jeans,Clothing,North Dakota,1
272,Sunglasses,Accessories,Maryland,1
273,Jewelry,Accessories,Oregon,1
274,Coat,Outerwear,North Dakota,1
275,Jewelry,Accessories,Maryland,1
276,Backpack,Accessories,Virginia,1
277,Skirt,Clothing,South Dakota,1
278,Shirt,Clothing,Georgia,1
279,Sweater,Clothing,Hawaii,1
280,Sneakers,Footwear,Arkansas,1
281,Sandals,Footwear,Montana,1
282,Belt,Accessories,Oklahoma,1
283,Skirt,Clothing,Minnesota,1
284,Sweater,Clothing,Montana,1
285,Skirt,Clothing,Ohio,1
286,Handbag,Accessories,Kentucky,1
287,Jewelry,Accessories,Nebraska,1
288,Scarf,Accessories,Delaware,1
289,T-shirt,Clothing,North Carolina,1
290,Coat,Outerwear,New York,1
291,T-shirt,Clothing,Colorado,1
292,Dress,Clothing,Delaware,1
293,Shoes,Footwear,Utah,1
294,Handbag,Accessories,Connecticut,1
295,Skirt,Clothing,New Jersey,1
296,Sunglasses,Accessories,West Virginia,1
297,Sandals,Footwear,Indiana,1
298,Shoes,Footwear,Delaware,1
299,T-shirt,Clothing,Maryland,1
300,Sneakers,Footwear,Pennsylvania,1
301,Hat,Accessories,Iowa,1
302,Skirt,Clothing,Pennsylvania,1
303,Sweater,Clothing,Delaware,1
304,Sandals,Footwear,Oregon,1
305,Dress,Clothing,Oregon,1
306,Sweater,Clothing,Utah,1
307,Jacket,Outerwear,North Dakota,1
308,Gloves,Accessories,Florida,1
309,Handbag,Accessories,Maryland,1
310,Dress,Clothing,Minnesota,1
311,Pants,Clothing,Montana,1
312,Jeans,Clothing,Rhode Island,1
313,Pants,Clothing,Massachusetts,1
314,Dress,Clothing,Vermont,1
315,Pants,Clothing,New Jersey,1
316,Jewelry,Accessories,Wisconsin,1
317,Handbag,Accessories,California,1
318,Sweater,Clothing,West Virginia,1
319,Backpack,Accessories,South Dakota,1
320,Shorts,Clothing,Maine,1
321,Jewelry,Accessories,Kansas,1
322,Sneakers,Footwear,Vermont,1
323,Belt,Accessories,Tennessee,1
324,Hoodie,Clothing,Tennessee,1
325,Shirt,Clothing,Wyoming,1
326,Pants,Clothing,Vermont,1
327,Scarf,Accessories,New Jersey,1
328,Coat,Outerwear,Iowa,1
329,Coat,Outerwear,Florida,1
330,Socks,Clothing,Nevada,1
331,Sweater,Clothing,North Dakota,1
332,Shirt,Clothing,Florida,1
333,Shirt,Clothing,New York,1
334,Sweater,Clothing,Alaska,1
335,Blouse,Clothing,Kansas,1
336,Sweater,Clothing,Oregon,1
337,Hat,Accessories,Rhode Island,1
338,Sweater,Clothing,New Mexico,1
339,Hoodie,Clothing,Massachusetts,1
340,Shorts,Clothing,Pennsylvania,1
341,Shorts,Clothing,New Jersey,1
342,Hat,Accessories,Utah,1
343,Coat,Outerwear,Kentucky,1
344,Sandals,Footwear,Nebraska,1
345,Skirt,Clothing,Virginia,1
346,Shoes,Footwear,Wyoming,1
347,Jeans,Clothing,New Mexico,1
348,Sandals,Footwear,Oregon,1
349,Blouse,Clothing,South Carolina,1
350,Hat,Accessories,Arizona,1
351,Sweater,Clothing,Kentucky,1
352,Skirt,Clothing,New York,1
353,Jeans,Clothing,Texas,1
354,Sneakers,Footwear,Missouri,1
355,Jewelry,Accessories,Pennsylvania,1
356,Jewelry,Accessories,Oregon,1
357,Pants,Clothing,Nevada,1
358,Belt,Accessories,Arkansas,1
359,Hat,Accessories,Minnesota,1
360,Sneakers,Footwear,Georgia,1
361,Pants,Clothing,Rhode Island,1
362,T-shirt,Clothing,Nevada,1
363,Sneakers,Footwear,Texas,1
364,Shorts,Clothing,Florida,1
365,Shoes,Footwear,North Dakota,1
366,Gloves,Accessories,West Virginia,1
367,Socks,Clothing,Nebraska,1
368,Dress,Clothing,Tennessee,1
369,Handbag,Accessories,Oklahoma,1
370,Belt,Accessories,Wisconsin,1
371,Scarf,Accessories,Oregon,1
372,Sneakers,Footwear,North Carolina,1
373,Sweater,Clothing,Pennsylvania,1
374,Coat,Outerwear,North Dakota,1
375,Jewelry,Accessories,Ohio,1
376,Sunglasses,Accessories,Oklahoma,1
377,Shoes,Footwear,South Carolina,1
378,Scarf,Accessories,Maine,1
379,Dress,Clothing,Nevada,1
380,T-shirt,Clothing,Montana,1
381,Backpack,Accessories,New Hampshire,1
382,Jewelry,Accessories,Maine,1
383,Jeans,Clothing,California,1
384,Sunglasses,Accessories,West Virginia,1
385,Sweater,Clothing,California,1
386,Shorts,Clothing,West Virginia,1
387,Jewelry,Accessories,Louisiana,1
388,Coat,Outerwear,Georgia,1
389,Handbag,Accessories,Washington,1
390,Boots,Footwear,Virginia,1
391,Gloves,Accessories,Indiana,1
392,Sweater,Clothing,Minnesota,1
393,T-shirt,Clothing,Idaho,1
394,Shoes,Footwear,Vermont,1
395,Scarf,Accessories,North Dakota,1
396,Sneakers,Footwear,Rhode Island,1
397,Dress,Clothing,South Carolina,1
398,Belt,Accessories,Mississippi,1
399,Boots,Footwear,Montana,1
400,Scarf,Accessories,Idaho,1
401,Boots,Footwear,Utah,1
402,T-shirt,Clothing,Oklahoma,1
403,Backpack,Accessories,California,1
404,Sneakers,Footwear,Nevada,1
405,T-shirt,Clothing,Delaware,1
406,Jeans,Clothing,South Carolina,1
407,Gloves,Accessories,Maryland,1
408,Hoodie,Clothing,North Carolina,1
409,Sneakers,Footwear,Alabama,1
410,Shorts,Clothing,Minnesota,1
411,Sweater,Clothing,Virginia,1
412,Jeans,Clothing,Michigan,1
413,Jacket,Outerwear,Maine,1
414,Jewelry,Accessories,Nevada,1
415,Backpack,Accessories,Wyoming,1
416,Coat,Outerwear,Connecticut,1
417,Belt,Accessories,Oregon,1
418,Sandals,Footwear,Mississippi,1
419,Sweater,Clothing,Illinois,1
420,Shorts,Clothing,Utah,1
421,Socks,Clothing,North Carolina,1
422,Shirt,Clothing,Kentucky,1
423,Pants,Clothing,Minnesota,1
424,Scarf,Accessories,New York,1
425,Sweater,Clothing,Illinois,1
426,Jeans,Clothing,North Dakota,1
427,Pants,Clothing,Louisiana,1
428,Backpack,Accessories,Illinois,1
429,Coat,Outerwear,Wyoming,1
430,Sandals,Footwear,Washington,1
431,Shirt,Clothing,Texas,1
432,Hat,Accessories,New Hampshire,1
433,Shirt,Clothing,Indiana,1
434,Skirt,Clothing,Alabama,1
435,Shoes,Footwear,Oklahoma,1
436,Coat,Outerwear,Montana,1
437,Pants,Clothing,Tennessee,1
438,Jewelry,Accessories,New Mexico,1
439,Belt,Accessories,Iowa,1
440,Jacket,Outerwear,Idaho,1
441,Shirt,Clothing,Oklahoma,1
442,Hoodie,Clothing,Florida,1
443,Sunglasses,Accessories,Michigan,1
444,Sunglasses,Accessories,Hawaii,1
445,Dress,Clothing,California,1
446,Boots,Footwear,Iowa,1
447,Shirt,Clothing,West Virginia,1
448,Shorts,Clothing,Washington,1
449,Gloves,Accessories,Missouri,1
450,Jewelry,Accessories,New York,1
451,Boots,Footwear,Connecticut,1
452,Jewelry,Accessories,Virginia,1
453,Pants,Clothing,Missouri,1
454,Jewelry,Accessories,Nebraska,1
455,Jacket,Outerwear,New Jersey,1
456,Blouse,Clothing,Utah,1
457,Blouse,Clothing,North Carolina,1
458,Gloves,Accessories,Rhode Island,1
459,Shorts,Clothing,Arkansas,1
460,Hat,Accessories,Maryland,1
461,Shoes,Footwear,South Carolina,1
462,Boots,Footwear,Ohio,1
463,Jacket,Outerwear,Illinois,1
464,Jewelry,Accessories,Georgia,1
465,Sunglasses,Accessories,Alabama,1
466,Skirt,Clothing,Oklahoma,1
467,Jeans,Clothing,Vermont,1
468,Backpack,Accessories,Nebraska,1
469,Backpack,Accessories,Georgia,1
470,Shorts,Clothing,Alabama,1
471,Dress,Clothing,Minnesota,1
472,Scarf,Accessories,Missouri,1
473,Jeans,Clothing,Georgia,1
474,Coat,Outerwear,West Virginia,1
475,Sweater,Clothing,Arkansas,1
476,Sneakers,Footwear,Ohio,1
477,Scarf,Accessories,Connecticut,1
478,Sweater,Clothing,North Dakota,1
479,Jewelry,Accessories,Kansas,1
480,Handbag,Accessories,Iowa,1
481,Hoodie,Clothing,Vermont,1
482,Hat,Accessories,Wisconsin,1
483,Belt,Accessories,Connecticut,1
484,Hoodie,Clothing,Oklahoma,1
485,Hat,Accessories,Missouri,1
486,Shoes,Footwear,Tennessee,1
487,Sandals,Footwear,New Mexico,1
488,Jacket,Outerwear,Iowa,1
489,Sweater,Clothing,Maine,1
490,Socks,Clothing,South Dakota,1
491,Sneakers,Footwear,Colorado,1
492,Coat,Outerwear,Vermont,1
493,Shirt,Clothing,Michigan,1
494,Backpack,Accessories,Nevada,1
495,Boots,Footwear,Indiana,1
496,Handbag,Accessories,Michigan,1
497,Dress,Clothing,California,1
498,Sneakers,Footwear,Oklahoma,1
499,Boots,Footwear,Iowa,1
500,Shoes,Footwear,Rhode Island,1
501,T-shirt,Clothing,Washington,1
502,Boots,Footwear,Florida,1
503,Pants,Clothing,South Carolina,1
504,Shoes,Footwear,West Virginia,1
505,Shoes,Footwear,Missouri,1
506,T-shirt,Clothing,Maine,1
507,Scarf,Accessories,Georgia,1
508,Shorts,Clothing,Maine,1
509,Jewelry,Accessories,Illinois,1
510,T-shirt,Clothing,Delaware,1
511,Shirt,Clothing,West Virginia,1
512,Shirt,Clothing,Hawaii,1
513,Gloves,Accessories,New York,1
514,Scarf,Accessories,New Mexico,1
515,Skirt,Clothing,Indiana,1
516,Hat,Accessories,Kentucky,1
517,Hoodie,Clothing,West Virginia,1
518,Boots,Footwear,North Dakota,1
519,Blouse,Clothing,Oregon,1
520,Belt,Accessories,Minnesota,1
521,Sunglasses,Accessories,South Carolina,1
522,Shorts,Clothing,Vermont,1
523,Gloves,Accessories,Minnesota,1
524,Sandals,Footwear,Delaware,1
525,Shirt,Clothing,Pennsylvania,1
526,Coat,Outerwear,Iowa,1
527,Pants,Clothing,New Jersey,1
528,T-shirt,Clothing,South Carolina,1
529,Sneakers,Footwear,Maryland,1
530,Shorts,Clothing,California,1
531,Coat,Outerwear,Montana,1
532,Sandals,Footwear,Vermont,1
533,Pants,Clothing,Texas,1
534,Sandals,Footwear,North Carolina,1
535,Gloves,Accessories,Florida,1
536,T-shirt,Clothing,West Virginia,1
537,Jacket,Outerwear,Illinois,1
538,Blouse,Clothing,Virginia,1
539,Socks,Clothing,Virginia,1
540,Coat,Outerwear,Wyoming,1
541,Dress,Clothing,South Carolina,1
542,Jacket,Outerwear,Connecticut,1
543,Boots,Footwear,Illinois,1
544,Skirt,Clothing,Alabama,1
545,Sandals,Footwear,Washington,1
546,Coat,Outerwear,Alabama,1
547,Hoodie,Clothing,New Mexico,1
548,Jacket,Outerwear,Nevada,1
549,Backpack,Accessories,Nebraska,1
550,Backpack,Accessories,Arizona,1
551,Belt,Accessories,Georgia,1
552,Coat,Outerwear,Idaho,1
553,T-shirt,Clothing,Missouri,1
554,Sunglasses,Accessories,Florida,1
555,Sneakers,Footwear,Minnesota,1
556,Gloves,Accessories,Maine,1
557,Coat,Outerwear,Montana,1
558,Shirt,Clothing,Alaska,1
559,Sneakers,Footwear,Iowa,1
560,Scarf,Accessories,Arizona,1
561,Jewelry,Accessories,Louisiana,1
562,Jacket,Outerwear,Alabama,1
563,Jeans,Clothing,Missouri,1
564,Shoes,Footwear,Idaho,1
565,Hoodie,Clothing,Florida,1
566,Backpack,Accessories,Idaho,1
567,Sneakers,Footwear,Alabama,1
568,Blouse,Clothing,New Hampshire,1
569,Pants,Clothing,Utah,1
570,Skirt,Clothing,Alabama,1
571,T-shirt,Clothing,Iowa,1
572,Jacket,Outerwear,Kentucky,1
573,Scarf,Accessories,South Carolina,1
574,Pants,Clothing,California,1
575,Sneakers,Footwear,Maine,1
576,Jeans,Clothing,Nebraska,1
577,Hat,Accessories,Washington,1
578,Skirt,Clothing,Alabama,1
579,Sandals,Footwear,Maine,1
580,Sandals,Footwear,California,1
581,Sweater,Clothing,Iowa,1
582,Sweater,Clothing,Iowa,1
583,Jacket,Outerwear,Colorado,1
584,Shorts,Clothing,California,1
585,Socks,Clothing,Indiana,1
586,Socks,Clothing,South Carolina,1
587,Hoodie,Clothing,Wisconsin,1
588,Socks,Clothing,Washington,1
589,Boots,Footwear,South Dakota,1
590,Shirt,Clothing,Minnesota,1
591,Belt,Accessories,Alaska,1
592,Backpack,Accessories,Kentucky,1
593,Boots,Footwear,North Dakota,1
594,Coat,Outerwear,Alaska,1
595,Hoodie,Clothing,Oklahoma,1
596,Shoes,Footwear,Delaware,1
597,Shoes,Footwear,Montana,1
598,Jewelry,Accessories,Alaska,1
599,Dress,Clothing,California,1
600,Boots,Footwear,Massachusetts,1
601,Hat,Accessories,South Carolina,1
602,Backpack,Accessories,West Virginia,1
603,Shoes,Footwear,Oregon,1
604,Handbag,Accessories,Massachusetts,1
605,Sunglasses,Accessories,West Virginia,1
606,Hat,Accessories,California,1
607,Scarf,Accessories,Colorado,1
608,Hoodie,Clothing,Indiana,1
609,Backpack,Accessories,Delaware,1
610,Sweater,Clothing,Ohio,1
611,Shorts,Clothing,Oklahoma,1
612,Scarf,Accessories,California,1
613,Hat,Accessories,New Hampshire,1
614,Coat,Outerwear,Pennsylvania,1
615,Jewelry,Accessories,Idaho,1
616,Sandals,Footwear,Maryland,1
617,Gloves,Accessories,Pennsylvania,1
618,Backpack,Accessories,Colorado,1
619,Jacket,Outerwear,Indiana,1
620,Backpack,Accessories,Nebraska,1
621,Backpack,Accessories,Rhode Island,1
622,Sunglasses,Accessories,Kansas,1
623,Socks,Clothing,Georgia,1
624,Shoes,Footwear,Nevada,1
625,Pants,Clothing,South Carolina,1
626,Jewelry,Accessories,Delaware,1
627,Sunglasses,Accessories,New Hampshire,1
628,Sandals,Footwear,Oregon,1
629,Sweater,Clothing,Massachusetts,1
630,Shoes,Footwear,Vermont,1
631,Jewelry,Accessories,Mississippi,1
632,Boots,Footwear,Washington,1
633,Backpack,Accessories,Wyoming,1
634,Sandals,Footwear,Minnesota,1
635,Sneakers,Footwear,Ohio,1
636,Hoodie,Clothing,South Carolina,1
637,Handbag,Accessories,Wisconsin,1
638,Sweater,Clothing,Tennessee,1
639,Sandals,Footwear,Maryland,1
640,Dress,Clothing,Mississippi,1
641,Skirt,Clothing,Minnesota,1
642,Blouse,Clothing,Alaska,1
643,Skirt,Clothing,Arkansas,1
644,Sweater,Clothing,Oregon,1
645,Backpack,Accessories,Louisiana,1
646,Hoodie,Clothing,Oklahoma,1
647,Boots,Footwear,Indiana,1
648,Blouse,Clothing,Mississippi,1
649,Hoodie,Clothing,Michigan,1
650,Pants,Clothing,Delaware,1
651,Gloves,Accessories,Florida,1
652,Hat,Accessories,Arkansas,1
653,Sunglasses,Accessories,Minnesota,1
654,Scarf,Accessories,North Dakota,1
655,Handbag,Accessories,California,1
656,Handbag,Accessories,Mississippi,1
657,Jeans,Clothing,Pennsylvania,1
658,Jacket,Outerwear,Arizona,1
659,Backpack,Accessories,Louisiana,1
660,Shorts,Clothing,Virginia,1
661,Coat,Outerwear,Montana,1
662,Shirt,Clothing,Iowa,1
663,Gloves,Accessories,Illinois,1
664,Dress,Clothing,Alaska,1
665,Pants,Clothing,Colorado,1
666,Pants,Clothing,New Mexico,1
667,Hoodie,Clothing,Colorado,1
668,Sunglasses,Accessories,Arizona,1
669,T-shirt,Clothing,Hawaii,1
670,Jacket,Outerwear,Illinois,1
671,Sweater,Clothing,Louisiana,1
672,Jacket,Outerwear,Iowa,1
673,Socks,Clothing,Washington,1
674,Shirt,Clothing,Oklahoma,1
675,Jewelry,Accessories,Washington,1
676,Sunglasses,Accessories,Arkansas,1
677,Pants,Clothing,Connecticut,1
678,Socks,Clothing,Washington,1
679,Blouse,Clothing,Maine,1
680,Sandals,Footwear,Michigan,1
681,Sneakers,Footwear,Tennessee,1
682,Shirt,Clothing,Louisiana,1
683,Jacket,Outerwear,Missouri,1
684,Sandals,Footwear,Michigan,1
685,Hat,Accessories,Alabama,1
686,Blouse,Clothing,Massachusetts,1
687,Sweater,Clothing,Indiana,1
688,Gloves,Accessories,West Virginia,1
689,Scarf,Accessories,Michigan,1
690,Hoodie,Clothing,Pennsylvania,1
691,Shorts,Clothing,Alaska,1
692,Backpack,Accessories,Massachusetts,1
693,Sunglasses,Accessories,North Dakota,1
694,Shorts,Clothing,Vermont,1
695,Dress,Clothing,Kentucky,1
696,Shorts,Clothing,Nevada,1
697,Belt,Accessories,Utah,1
698,Scarf,Accessories,North Dakota,1
699,Boots,Footwear,Iowa,1
700,Handbag,Accessories,Connecticut,1
701,Pants,Clothing,Wisconsin,1
702,Boots,Footwear,Idaho,1
703,Shirt,Clothing,Montana,1
704,Dress,Clothing,Connecticut,1
705,Hoodie,Clothing,Idaho,1
706,Pants,Clothing,Arkansas,1
707,Jeans,Clothing,Iowa,1
708,Shirt,Clothing,Louisiana,1
709,Backpack,Accessories,Kentucky,1
710,Jacket,Outerwear,Massachusetts,1
711,Scarf,Accessories,Virginia,1
712,Boots,Footwear,New Hampshire,1
713,Blouse,Clothing,New Hampshire,1
714,Hoodie,Clothing,Oregon,1
715,Jacket,Outerwear,South Dakota,1
716,Jeans,Clothing,Delaware,1
717,Jewelry,Accessories,Missouri,1
718,Socks,Clothing,Alaska,1
719,Shirt,Clothing,Florida,1
720,Shorts,Clothing,Mississippi,1
